Id,Target
250,0.5720586036649816
251,0.722688461276162
252,0.4902286004135933
253,0.9604220610492107
254,0.6478413990192424
255,0.48143815254474176
256,0.4241457048138222
257,0.746129120627063
258,0.7934969389386818
259,0.40128930218621645
260,0.8419190703055618
261,0.3622377044342025
262,0.15123223008543868
263,0.8185937855025357
264,0.6726823328707339
265,0.8030767111475948
266,0.9100408718186557
267,0.5705454322577296
268,0.3984659987837544
269,0.7048201356863575
270,0.16084164396315687
271,0.7353721578243602
272,0.8732943515938374
273,0.8737778543097842
274,0.7681278071523014
275,0.956190900151115
276,0.5899904774026299
277,0.8442679547718205
278,0.8206903990950699
279,0.7368116128641246
280,0.8517129610714358
281,0.6250427999770505
282,0.22791313901524382
283,0.8088380706458106
284,0.8481196950010822
285,0.6572340927104343
286,0.90702496972111
287,0.7754571300599601
288,0.9622962120611042
289,0.8793398327987054
290,0.7009295471222313
291,0.686405184054265
292,0.7771901959630242
293,0.7696725186401573
294,0.8706454668557997
295,0.7178079244042258
296,0.8131296732318269
297,0.4880924892278266
298,0.8769687594134152
299,0.8154101899072237
300,0.7120451624695406
301,0.9288046366109819
302,0.653664438511275
303,0.8678958025428732
304,0.8756536064119672
305,0.8806860997309625
306,0.8459743991561021
307,0.9297505632396885
308,0.8334777672947796
309,0.5783127208078288
310,0.6737597269860002
311,0.7739775794704449
312,0.6819179454417438
313,0.9219243483620045
314,0.230441696927203
315,0.5771612586668076
316,0.9413185276081971
317,0.5917364540028951
318,0.4283740548570489
319,0.8542376582527392
320,0.8536460334456397
321,0.6783329949568956
322,0.8723634270081243
323,0.8302321156340038
324,0.9454096742535113
325,0.1085059791674468
326,0.5
327,0.6089933523610116
328,0.5117298407616422
329,0.9095829589884828
330,0.20664146977844847
331,0.732086888099912
332,0.09996616412982785
333,0.17938851673336034
334,0.9486138226213063
335,0.7826684670515093
336,0.9418003936489087
337,0.5576847844229261
338,0.8969854874312143
339,0.45074629279327005
340,0.9643259980632372
341,0.7258326932482593
342,0.7780914582304821
343,0.2641961147214263
344,0.7739449852196146
345,0.8511893022307556
346,0.5
347,0.6463405530792127
348,0.7207183543185939
349,0.9460892451579725
350,0.7846103751631364
