Id,Target
250,0.21715229172702755
251,0.13082605642010964
252,0.7313074700812853
253,0.9705507306761373
254,0.7572341493002834
255,0.1795968959642406
256,0.08102858574818507
257,0.8252240638430015
258,0.9637647121415962
259,0.15121219116675932
260,0.915701207351235
261,0.09383023748891536
262,0.06467929130973231
263,0.869493402690042
264,0.8619082506316474
265,0.8585036208888609
266,0.8593633069712384
267,0.1795580731801883
268,0.0692797408583936
269,0.8617054292125942
270,0.0695498055711343
271,0.33180386407734214
272,0.8213320492662048
273,0.899026080947347
274,0.7849199576905428
275,0.9614330278222468
276,0.23659184545527032
277,0.9562336642389424
278,0.7966895310661172
279,0.38114450367706826
280,0.8231028101474481
281,0.867671863222416
282,0.06800857095968263
283,0.9077538970898655
284,0.9073990771750357
285,0.6302742180078975
286,0.8943395212884909
287,0.9087338920836504
288,0.9705592072017523
289,0.9496384851932658
290,0.10341111659372312
291,0.8632835404325181
292,0.9315401913727888
293,0.6898267221350716
294,0.9249256356477977
295,0.3294512606680237
296,0.9282127350278617
297,0.12516908434073434
298,0.9045788459786269
299,0.9420513289426721
300,0.8188580632744725
301,0.9363814080125327
302,0.889020368174974
303,0.9568545129286752
304,0.9385486235858056
305,0.9543771115625099
306,0.9564122040814452
307,0.9483493069396283
308,0.9680217764509189
309,0.11647580472278246
310,0.924397408096339
311,0.9290359062460913
312,0.7361629338109719
313,0.9159250457694118
314,0.08635615406550289
315,0.6194747770103666
316,0.9676668645811132
317,0.8858930357287073
318,0.24298082033574148
319,0.9600304728197346
320,0.9074170151055584
321,0.1155238536973732
322,0.9721753319429417
323,0.9592073637624342
324,0.9439102028261677
325,0.06345703565603482
326,0.31548931917578465
327,0.27524133008002233
328,0.39616680068366883
329,0.9227013568916513
330,0.06947866365524974
331,0.6502596602994517
332,0.06337238580027005
333,0.060901578761530455
334,0.9364395854111975
335,0.41066639956745155
336,0.9546284247204758
337,0.8708103067977964
338,0.9320147340859344
339,0.8514403119845672
340,0.9678887854964703
341,0.8723305804030809
342,0.9658604544353462
343,0.08077319629643287
344,0.9634714981136238
345,0.6896770468862687
346,0.7714623176949164
347,0.24759941590796067
348,0.7722376081798381
349,0.952734705191004
350,0.9416242290870894
351,0.8291609476599571
352,0.19362023696971337
353,0.864757758786532
354,0.9281930402008489
355,0.09459766440241686
356,0.10429419833877628
357,0.08515287315019945
358,0.2623253829539242
359,0.09680428496379138
360,0.9417576106231244
361,0.598843145695809
362,0.9299557902397602
363,0.6869266104982265
364,0.08356602512599044
365,0.07994553432459425
366,0.9243871034527266
367,0.223088246809235
368,0.05544358323786987
369,0.9729871180947798
370,0.5044539008520644
371,0.07084565799909912
372,0.6984701016718944
373,0.9091125539214965
374,0.9364545938785418
375,0.9749815734347164
376,0.33902346279638335
377,0.18267385115955065
378,0.13750975370656757
379,0.3536399329034815
380,0.8846876974475448
381,0.9635199114380849
382,0.9355908337347622
383,0.9562315497215981
384,0.1200138147319533
385,0.12692953081147462
386,0.9619103256460313
387,0.909772934320544
388,0.06822162307376121
389,0.10250217056640766
390,0.3418948831227524
391,0.9400538668461086
392,0.6674144591741726
393,0.07734939517270045
394,0.9480410163681278
395,0.4718939617973959
396,0.8606469656140476
397,0.5391566563282483
398,0.8013577027676861
399,0.8760829038284897
400,0.8889036177675639
401,0.919058457174508
402,0.06019246033644732
403,0.960579385544121
404,0.2774906962496877
405,0.10962399955059657
406,0.40260012300534403
407,0.1593663206205574
408,0.6478525296438372
409,0.862809591639805
410,0.9585407109963004
411,0.948709181054675
